series;model;train_time;val_MAE;val_RMSE;val_sMAPE;test_MAE;test_RMSE;test_sMAPE;error_occurred
A;LSTM (64u, 12w, 150e, 32b);17,9254;0,1793;0,2154;6,8152;0,4104;0,4434;14,9406;False
A;LSTM (64u, 12w, 150e, 64b);16,4784;0,0571;0,0765;2,1082;0,2225;0,2409;7,7953;False
A;LSTM (64u, 18w, 50e, 16b);12,8917;0,0575;0,0774;2,1205;0,2357;0,2551;8,2788;False
A;LSTM (64u, 18w, 50e, 32b);11,8785;0,0627;0,0807;2,3150;0,2061;0,2237;7,2004;False
A;LSTM (64u, 18w, 50e, 64b);10,6607;0,0570;0,0769;2,1043;0,2259;0,2446;7,9200;False
A;LSTM (64u, 18w, 100e, 16b);18,3661;0,1348;0,1431;4,8876;0,1229;0,1428;4,2365;False
A;LSTM (64u, 18w, 100e, 32b);15,2164;0,0887;0,1150;3,2857;0,3055;0,3300;10,8793;False
A;LSTM (64u, 18w, 100e, 64b);13,7187;0,0615;0,0801;2,2689;0,2089;0,2269;7,3007;False
A;LSTM (64u, 18w, 150e, 16b);23,9065;0,0951;0,1045;3,4844;0,1661;0,1839;5,7624;False
A;LSTM (64u, 18w, 150e, 32b);19,0882;0,0582;0,0779;2,1468;0,2192;0,2378;7,6758;False
A;LSTM (64u, 18w, 150e, 64b);16,9454;0,0588;0,0798;2,1647;0,2482;0,2682;8,7395;False
A;LSTM (64u, 24w, 50e, 16b);13,6805;0,0581;0,0788;2,1421;0,2453;0,2651;8,6296;False
A;LSTM (64u, 24w, 50e, 32b);12,1929;0,0711;0,0866;2,6202;0,1937;0,2115;6,7519;False
A;LSTM (64u, 24w, 50e, 64b);10,7662;0,0930;0,1024;3,4071;0,1678;0,1847;5,8255;False
A;LSTM (64u, 24w, 100e, 16b);20,0945;0,1341;0,1418;4,8659;0,1242;0,1444;4,2814;False
A;LSTM (64u, 24w, 100e, 32b);16,4279;0,0573;0,0770;2,1155;0,2267;0,2456;7,9490;False
A;LSTM (64u, 24w, 100e, 64b);14,5915;0,0575;0,0773;2,1227;0,2236;0,2424;7,8362;False
A;LSTM (64u, 24w, 150e, 16b);26,9039;0,1586;0,1914;5,9936;0,3887;0,4183;14,0834;False
A;LSTM (64u, 24w, 150e, 32b);21,5803;0,0821;0,1076;3,0362;0,2973;0,3207;10,5685;False
A;LSTM (64u, 24w, 150e, 64b);18,2844;0,0585;0,0795;2,1564;0,2472;0,2672;8,7010;False
A;LSTM (128u, 3w, 50e, 16b);19,4680;0,0636;0,0843;2,3499;0,2102;0,2305;7,3447;False
A;LSTM (128u, 3w, 50e, 32b);10,4283;0,3407;0,3848;11,6437;0,1657;0,1989;5,4384;False
A;LSTM (128u, 3w, 50e, 64b);10,0113;0,3882;0,4487;13,0667;0,2147;0,2655;6,9028;False
A;LSTM (128u, 3w, 100e, 16b);15,5696;0,0806;0,0952;2,9662;0,1838;0,2035;6,3897;False
A;LSTM (128u, 3w, 100e, 32b);13,1156;0,1071;0,1157;3,9086;0,1528;0,1715;5,2891;False
A;LSTM (128u, 3w, 100e, 64b);12,3479;0,3385;0,3837;11,5689;0,1646;0,1992;5,4010;False
A;LSTM (128u, 3w, 150e, 16b);17,4771;0,2697;0,3132;10,4966;0,4932;0,5406;18,3135;False
A;LSTM (128u, 3w, 150e, 32b);15,4913;0,1439;0,1751;5,4113;0,3572;0,3932;12,8654;False
A;LSTM (128u, 3w, 150e, 64b);14,7887;0,1092;0,1179;3,9816;0,1496;0,1676;5,1797;False
A;LSTM (128u, 6w, 50e, 16b);11,2916;0,2676;0,2872;9,3840;0,0916;0,1104;3,1307;False
A;LSTM (128u, 6w, 50e, 32b);10,5270;0,2050;0,2218;7,2890;0,0685;0,0974;2,3782;False
A;LSTM (128u, 6w, 50e, 64b);9,9644;0,1280;0,1365;4,6459;0,1280;0,1474;4,4215;False
A;LSTM (128u, 6w, 100e, 16b);15,6119;0,0615;0,0812;2,2690;0,2284;0,2495;8,0082;False
A;LSTM (128u, 6w, 100e, 32b);13,8222;0,1032;0,1309;3,8367;0,3142;0,3438;11,2101;False
A;LSTM (128u, 6w, 100e, 64b);12,9515;0,1090;0,1170;3,9768;0,1500;0,1681;5,1912;False
A;LSTM (128u, 6w, 150e, 16b);19,7125;0,3293;0,3523;11,3952;0,1390;0,1558;4,6552;False
A;LSTM (128u, 6w, 150e, 32b);17,1467;0,2563;0,2756;9,0098;0,0844;0,1050;2,8944;False
A;LSTM (128u, 6w, 150e, 64b);15,8652;0,0609;0,0807;2,2477;0,2259;0,2466;7,9155;False
A;LSTM (128u, 12w, 50e, 16b);12,9002;0,1605;0,1956;6,0704;0,3895;0,4216;14,1162;False
A;LSTM (128u, 12w, 50e, 32b);11,6713;0,0573;0,0767;2,1119;0,2335;0,2525;8,1963;False
A;LSTM (128u, 12w, 50e, 64b);12,1577;0,0752;0,0886;2,7656;0,1882;0,2052;6,5554;False
A;LSTM (128u, 12w, 100e, 16b);18,9162;0,3137;0,3338;10,9040;0,1228;0,1390;4,1402;False
A;LSTM (128u, 12w, 100e, 32b);16,3771;0,1487;0,1586;5,3687;0,1078;0,1286;3,7179;False
A;LSTM (128u, 12w, 100e, 64b);14,5270;0,0576;0,0770;2,1248;0,2212;0,2397;7,7486;False
A;LSTM (128u, 12w, 150e, 16b);25,5212;0,1929;0,2300;7,3605;0,4239;0,4584;15,4755;False
A;LSTM (128u, 12w, 150e, 32b);20,9913;0,0574;0,0766;2,1181;0,2310;0,2500;8,1059;False
